icao_code;name_rus;name_eng;city_rus;city_eng;country_rus;runway_headings
SPOV;;Hidden Falls;;Hidden Falls;США;
EDIU;Хайдельберг;Heidelberg;Хайдельберг;Heidelberg;Германия;
OPKD;Хайдерабад;Hyderabad;Хидерабад;Hyderabad;Пакистан;02:025°,20:205°
KHDE;;Brewster Field;;Holdrege;США;
EDAH;Херингсдорф;Heringsdorf;Херингсдорф;Heringsdorf;Германия;10:102°,28:282°
PHDH;;Dillingham Airfield;;Oahu;США;
OIHH;Хамадан;Hamadan;Хамадан;Hamadan;Иран;10:100°,28:280°
KHDN;;Yampa Valley;;Hayden;США;
ENQO;;Havadarya;;Havadarya;Румыния;
FAHS;;Hoedspruit Airport;;Hoedspruit;ЮАР;
VTSS;Хат Яй;Hat Yai;Хат Яй;Hat Yai;Таиланд;
OAHR;Герат;Herat;Герат;Herat;Афганистан;18:184°,36:004°
VBHD;Хензада;Henzada;Хензада;Henzada;Мьянма;
KHED;;Herendeen;;Herendeen;США;
KHEE;;Thompson-Robbins;Хелена;Helena;США;
VYHH;Хехо;Heho;Хехо;Heho;Мьянма;18:181°,36:001°
EDXB;;Heide-Buesum;;Heide-Buesum;Германия;11:105°,29:285°
ZYHE;Хейхе;Heihe;Хейхе;Heihe;Китай;
EFHK;Хельсинки-Вантаа;Helsinki-Vantaa;;Vantaa;Финляндия;04:038°,04:038°,15:144°,33:324°
EFHF;;Helsinki-malmi;Хельсинки;Helsinki;Финляндия;
;;Hendon;;Hendon;Великобритания;
;;Haelogo;;Haelogo;Папуа - Новая Гвинея;
LGIR;;Nikos Kazantzakis Airport;;Heraklion;Греция;
KHRI;;State;;Hermiston;США;
ZBHH;Хоххот;Hohhot;Хоххот;Hohhot;Китай;
ZBSJ;Гуелва;Huelva;Гуелва;Huelva;Испания;
;;Hellinikon (Closed);Афины;Athens;Греция;
MDHE;;Santo Domingo Herrera;Санто-Доминго;Santo Domingo;Доминиканская Республика;
KHEY;;Hanchey Army Heliport;;Ozark;Польша;
KHEZ;;Hardy-Anders;Натчез;Natchez;США;
LLHA;Хайфа;Haifa;Хайфа;Haifa;Израиль;16:155°,34:335°
KHFD;;Brainard;Хартфорд;Hartford;США;
ZSOF;Шанхай;Shanghai;Хефей;Hefei;Китай;
KHFF;;Mackall AAF;;Hoffman;США;
BIHN;;Hornafjordur;;Hornafjordur;Исландия;18:176°,36:356°
ESOH;Хагфорс;Hagfors;Хагфорс;Hagfors;Швеция;18:172°,36:352°
ENHF;Хаммерфест;Hammerfest;Хаммерфест;Hammerfest;Норвегия;04:043°,22:223°
HCMH;Харгейса;Hargeisa;Харгейса;Hargeisa;Сомали;
YHUG;;Hughenden;;Hughenden;Австралия;12:121°,30:301°,06:059°,24:239°
ZSHC;Ханчжоу;Hangzhou;Ханчжоу;Hangzhou;Китай;
MDPC;;Higlieg;;Higlieg;Судан;
EDXH;Хелголанд;Helgoland;Хелголанд;Helgoland;Германия;
VTCH;Мей-Хонг-Сон;Mae Hong Son;Мей-Хонг-Сон;Mae Hong Son;Таиланд;11:109°,29:289°
DIKO;;Korhogo;;Korhogo;"Кот д&#039;Ивуар";08:084°,26:264°
KHGR;;Wash. County Regional;;Hagerstown;США;
GFHA;;Hastings;;Freetown;Сьерра-Леоне;
KHGT;;Hunter AAF;;Jolon;США;
AYMH;;Kagamuga;;Mount Hagen;Папуа - Новая Гвинея;
KHGZ;;Hogatza;;Hogatza;США;
ZGHA;;Huanghua International;Чанша;Changsha;Китай;
RJSH;Хачинохе;Hachinohe;Хачинохе;Hachinohe;Япония;07:071°,25:251°
KHXD;;Hilton Head;;Hilton Head;США;
PHHI;;Wheeler AFB;;Wahiawa;Мали;
EDFH;;Frankfurt-Hahn;;Hahn;Германия;03:031°,21:211°
;;H K Heliport;Гонконг;Hong Kong;Гонконг;
VTPH;;Hua Hin Airport;Хуа-Хин;Hua Hin;Таиланд;
KHHR;;Hawthorne;;Hawthorne;США;
NTGH;Хикуэру;Hikueru;Хикуэру;Hikueru;Французская Полинезия;10:100°,28:280°
KHIB;;Chisholm;;Chisholm;США;
;;Iscor Heliport;Претория;Pretoria;Эквадор;
YHID;Хорн-Айленд;Horn Island;Хорн-Айленд;Horn Island;Австралия;
KHIE;;Regional;;Whitefield;США;
KHIF;;Hill Afb;Огден;Ogden;США;
YHHY;Хайбери;Highbury;Хайбери;Highbury;Австралия;
;Хук-Айленд;Hook Island;Хук-Айленд;Hook Island;Австралия;
KHII;;Municipal;;Lake Havasu City;США;
RJOA;;International;Хиросима;Hiroshima;Япония;
PHIK;;Hickam AFB;Гонолулу;Honolulu;США;
HASL;Шилаво;Shillavo;Шилаво;Shillavo;Эфиопия;
VTPH;;Hingurakgoda;;Hingurakgoda;Шри-Ланка;
RKPS;;Sacheon;;Jinju;Южная Корея;06:063°,06:063°
KHIO;Портланд;Portland;;Hillsboro;США;
YHDY;;Headingly;;Headingly;Австралия;
AGGH;;Henderson Intl;;Honiara;Соломоновы острова;
;Хейман Айленд;Hayman Island;Хейман Айленд;Hayman Island;Австралия;
;Хиваро;Hivaro;Хиваро;Hivaro;Узбекистан;
RJBH;;Hiroshima West;Хиросима;Hiroshima;Япония;
NTMN;;Hiva Oa;;Hiva Oa;Французская Полинезия;
;;Zhi Jiang;;Zhi Jiang;Китай;
VAKJ;Кхаджурахо;Khajuraho;Кхаджурахо;Khajuraho;Индия;
ZMHU;;Khujirt;;Khujirt;Монголия;
KHKA;;Municipal;;Blytheville;США;
PAHV;;Healy Lake;;Healy Lake;США;
RJCH;Хакодате;Hakodate;Хакодате;Hakodate;Япония;12:117°,30:297°
VHHH;;Hong Kong International;Гонконг;Hong Kong;Гонконг;
NZHK;;Hokitika Arpt;Хокитика;Hokitika;Новая Зеландия;
AYHK;;Hoskins;;Hoskins;Папуа - Новая Гвинея;12:127°,30:307°
KHKS;;Hawkins Field;Джексон;Jackson;США;
VTSP;;Phuket International;Пхукет;Phuket;Таиланд;09:085°,27:265°
;Хасково;Haskovo;Хасково;Haskovo;Болгария;
KHKY;;Hickory;;Hickory;США;
FALA;Лансерия;Lanseria;Лансерия;Lanseria;ЮАР;07:065°,25:245°
KHLB;;Hillenbrand;;Batesville;США;
KHLC;;Hill City;;Hill City;США;
ZBLA;Хайлар;Hailar;Хайлар;Hailar;Китай;
ESSF;;Hultsfred - Vimmerby;Хултсфред;Hultsfred;Швеция;12:113°,30:293°
KHLG;;Ohio County;;Wheeling;США;
ZBUL;Уланьхот;Ulanhot;Уланьхот;Ulanhot;Китай;
KCVH;;Hollister;;Hollister;США;
YHIL;;Hillside;;Hillside;Австралия;
KHLM;;Park Township;;Holland;США;
KHLN;Хелена;Helena;Хелена;Helena;США;
WIHH;;Halim Perdana Kusuma;Джакарта;Jakarta;Индонезия;
KHLR;;Fort Hood AAF;;Killeen;США;
YSTH;Сент Хеленс;St Helens;Сент Хеленс;St Helens;Австралия;08:079°,26:259°
YHML;Гамильтон;Hamilton;Гамильтон;Hamilton;Австралия;17:170°,35:350°,10:103°,28:283°
NWWH;;Houailou;;Houailou;Новая Каледония;
;Хеленвейл;Helenvale;Хеленвейл;Helenvale;Австралия;
FAHL;Хлухлуве;Hluhluwe;Хлухлуве;Hluhluwe;ЮАР;
EGOV;;Anglesey Airport;;Holyhead;Великобритания;
NZHN;Гамильтон;Hamilton;Гамильтон;Hamilton;Новая Зеландия;18:176°,07:075°,25:255°,18:176°
USHH;Ханты-Мансийск аэропорт;Khanty Mansiysk Airport;Ханты-Мансийск;Khanty-mansiysk;Россия;06:058°,24:238°
DAUH;;Oued Irara Apt;;Hassi Messaoud;Алжир;
YHMB;;Hermannsburg;;Hermannsburg;Австралия;
ZWHM;Хами;Hami;Хами;Hami;Китай;
UKLH;Хмельницкий;Khmelnitskiy;Хмельницкий;Khmelnitskiy;Украина;
KHMN;;Holloman AFB;Аламогордо;Alamogordo;США;
MMHO;;Gen Pesqueira Garcia;Хермосилльо;Hermosillo;Мексика;
ENHA;;Hamar Arpt;Хамар;Hamar;Норвегия;
KHMS;;Homeshore;;Homeshore AK;США;
KHMT;;Ryan Field;;Hemet;США;
ESUT;;Hemavan;;Hemavan;Швеция;
RJSI;;Hanamaki;;Hanamaki;Япония;02:018°,20:198°
KHNB;;Municipal;;Huntingburg;США;
KHSE;;Hatteras;;Hatteras;США;
RJTT;;Haneda;Токио;Tokyo;Япония;
PAHE;;Tahneta Pass;;Tahneta Pass Lodge;Иран;
;Хьенгене;Hienghene;Хьенгене;Hienghene;Новая Каледония;
PAOH;;Hoonah;;Hoonah;США;
;Хейвени;Heiweni;Хейвени;Heiweni;Папуа - Новая Гвинея;
;;Hinchinbrook Island;;Hinchinbrook Island;Австралия;
PHNL;;Honolulu International;Гонолулу;Honolulu;США;
PHHN;;Hana;;Hana;США;
;Хонинаби;Honinabi;Хонинаби;Honinabi;Папуа - Новая Гвинея;
;;Hercegnovi;;Hercegnovi;Черногория;
PAHN;;Municipal;;Haines;США;
VHHH;;Hanna;;Hanna;Канада;
ZGHY;Хеньян;Hengyang;Хеньян;Hengyang;Китай;
HKHO;Хола;Hola;Хола;Hola;Кения;
KHOB;;Lea County;;Hobbs;США;
;;Komako;;Komako;Папуа - Новая Гвинея;
OYHD;;Hodeidah Arpt;;Hodeidah;Йемен;
VLHS;Хоуисей;Houeisay;Хоуисей;Houeisay;Лаос;
OEAH;;Alahsa;;Alahsa;Саудовская Аравия;
MUHG;;Frank Pais;Голгуин;Holguin;Куба;
LOIH;Хохенемс;Hohenems;Хохенемс;Hohenems;Австрия;
NTTO;Хао-Айленд;Hao Island;Хао-Айленд;Hao Island;Французская Полинезия;
YHOO;;Hooker Creek;;Hooker Creek;Австралия;
KJAC;;Holikachu;;Holikachu;США;
PAHO;;Homer;;Homer;США;
KHON;;Howes;;Huron;США;
;;Nhon Co;Кваньдук;Quanduc;Вьетнам;
KHOP;;Campbell AAF;;Hopkinsville;США;
EDQM;Хоф;Hof;Хоф;Hof;Германия;
LPHR;;Horta;;Horta;Португалия;10:099°,28:279°
SAHC;;Oscar Reguera;;Chos Malal;Афганистан;
KHOT;;Memorial Field;;Hot Springs;США;
KHOU;;William P Hobby;;Houston, TX;США;
ENOV;Ховден;Hovden;;Orsta-Volda;Норвегия;
;;Howard Afb;;Fort Kobbe;Панама;
VYHL;Хомалин;Homalin;Хомалин;Homalin;Мьянма;
;Хой-Айленд;Hoy Island;Хой-Айленд;Hoy Island;Великобритания;
PAHP;;Hooper Bay;;Hooper Bay;США;
;;Hope Vale;;Hope Vale;Австралия;
VVCI;;Catbi;Хейфонг;Haiphong;Вьетнам;
KHPN;;Westchester County Apt;;White Plains;США;
VYPA;;Poipet;;Poipet;Камбоджа;
;;Central Hpr;Претория;Pretoria;Эквадор;
KHPT;;Municipal;;Hampton;США;
;;Princeville;;Kauai Island;США;
KHPY;;Baytown;;Baytown;США;
KHQM;;Bowerman;;Hoquiam;США;
;Мансехра;Mansehra;Мансехра;Mansehra;Пакистан;
ZYHB;Харбин;Harbin;Харбин;Harbin;Китай;
DAOV;Жарейм;Zhairem;Жайрем;Zhairem;Казахстан;
FVHA;Хараре;Harare;Хараре;Harare;Зимбабве;
HEGN;Хургада;Hurghada;Хургада;Hurghada;Египет;16:161°,16:161°
VNCJ;Чаурджхари;Chaurjhari;Чаурджхари;Chaurjhari;Непал;
UKHH;Харьков;Kharkov;Харьков;Kharkov;Украина;
KHRL;;Valley International;Харлинген;Harlingen;США;
;;Heliport;Герон Айленд;Heron Island;Австралия;
KHRO;;Boone County;;Harrison;США;
;Херрера;Herrera;Херрера;Herrera;Колумбия;
FAHR;;Harrismith Airport;Харрисмит;Harrismith;ЮАР;
EGXU;;Linton-On-Ouse;Херрогейт;Harrogate;Великобритания;
YHBY;;Henbury;;Henbury;Австралия;
DAOV;;Horizontina;;Horizontina;Бразилия;
KHSB;Ралей;Raleigh;;Harrisburg;США;
;Шаньгван;Shaoguan;Шаогуань;Shaoguan;Китай;
RJFS;;Saga;;Saga;Япония;11:106°,29:286°
KHND;;Henderson Sky Harbor;Лас Вегас;Las Vegas;США;
KHSI;;Hastings;;Hastings;США;
LEHC;Хуэска;Huesca;Хуэска;Huesca;Испания;
PAHL;;Huslia;;Huslia;США;
YHSM;;Horsham;;Horsham;Австралия;08:080°,26:260°,17:170°,35:350°
ZSZS;Чжушань;Zhoushan;Чжушань;Zhoushan;Китай;
KHSP;;Ingalls Field;;Hot Springs;США;
VIHR;Хиссар;Hissar;Хиссар;Hissar;Индия;
KHST;;AFB;;Homestead;США;
KHSV;;Huntsville International - Carl T. Jones Field Airport;;Huntsville;США;
FYWH;;Hsinchu;;Hsinchu;Тайвань;
UIAA;Чита Кадала аэропорт;Chita Kadala Airport;Чита;Chita;Россия;11:109°,29:289°
;;Terre-de-Bas;;Terre-de-Bas;Гваделупа;
;;Hatfield;;Hatfield;Великобритания;
UOHH;Аэропорт Хатанга;Khatanga Airport;Хатанга;Hatanga;Россия;06:060°,24:240°
KHTH;;Hawthorne;;Hawthorne;США;
YBHM;Хамилтон Айленд;Hamilton Island;Хамилтон Айленд;Hamilton Island;Австралия;14:135°,32:315°
KHTL;;Roscommon County;;Houghton;Великобритания;
KCMX;;Khatgal;;Khatgal;Монголия;
ZWTN;Хотань;Hotan;Хотан;Hotan;Китай;11:108°,29:288°
KHTO;;East Hampton;;East Hampton;США;
RORH;Хатерума;Hateruma;Хатерума;Hateruma;Япония;
KHTS;;Tri-State/Milton;;Huntington;США;
YHPN;;Hopetoun;;Hopetoun;Австралия;01:010°,19:190°,08:080°,26:260°
KHTW;;Lawrence County Airpark;;Chesapeake/Huntington Wv;Канада;
SKHC;Хато-Коросал;Hato Corozal;Хато-Коросал;Hato Corozal;Колумбия;
KHUA;;Redstone AAF;;Huntsville;США;
YHBR;Хамберт-Ривер;Humbert River;Хамберт-Ривер;Humbert River;Австралия;
;;Humacao Arpt;;Humacao;Пуэрто Рико;
;;Humboldt;;Humboldt;США;
HAHU;Хумера;Humera;Хумера;Humera;Эфиопия;13:132°,31:312°
KHUF;;Hulman Field;;Terre Haute;США;
MGHT;Хухутенанго;Huehuetenango;Хухутенанго;Huehuetenango;Гватемала;
NTTH;;Huahine;;Huahine;Французская Полинезия;
VVPB;;Phu Bai;Гуе;Hue;Вьетнам;
KHHW;;Hugo;;Hugo;США;
KHUK;;Hukuntsi;;Hukuntsi;Ботсвана;
KHUL;;International;;Houlton;США;
KHUM;;Terrebonne;;Houma;США;
RCYU;Хуалянь;Hualien;Хуалянь;Hualien;Тайвань;03:030°,21:210°
HLON;Хоун;Houn;Хоун;Houn;Ливия;
PAHU;;Municipal;;Hughes;США;
KHUT;;Hutchinson;;Hutchinson;США;
SPNC;Уануко;Huanuco;Уануко;Huanuco;Перу;
ESNH;Худиксвалл;Hudiksvall;Худиксвалл;Hudiksvall;Швеция;12:123°,30:303°
MMBT;Хуатулко;Huatulco;Хуатулко;Huatulco;Мексика;
EGNJ;;Humberside International;Хамберсайд;Humberside;Великобритания;
ZGHZ;Хуэйчжоу;Huizhou;Хуэйчжоу;Huizhou;Китай;
FMNL;Аналалава;Analalava;Аналалава;Analalava;Мадагаскар;
YHBA;Херви Бей;Hervey Bay;Херви Бей;Hervey Bay;Австралия;11:108°,29:288°
ZMKD;;Khovd;;Khovd;Монголия;16:155°,34:335°
KHVE;;Intermediate;;Hanksville;США;
ENHV;;Valan;Хоннигсвог;Honningsvag;Норвегия;
BIHK;Холмавик;Holmavik;Холмавик;Holmavik;Исландия;02:022°,20:202°
BIHV;Хваммстанги;Hvammstangi;Хваммстанги;Hvammstangi;Исландия;
KHVN;;New Haven;;New Haven;США;
KHVR;;City County;;Havre;США;
KHVS;;Municipal;;Hartsville;США;
;Хавабанго;Hawabango;Хавабанго;Hawabango;Папуа - Новая Гвинея;
KHWD;;Air Terminal;;Hayward;США;
KHWI;;SPB;;Hawk Inlet;США;
YHAW;;Wilpena Pound;;Hawker;Австралия;
FVWN;;Hwange Nat Park;;Hwange Nat Park;Зимбабве;
KHWO;;North Perry;Холливуд;Hollywood;США;
YHAY;;Hay;;Hay;Австралия;04:033°,22:213°,15:144°,33:324°
KHYA;;Barnstable;Хианнис;Hyannis;США;
EGUH;Хай-Вайкомб;High Wycombe;Хай-Вайкомб;High Wycombe;Великобритания;
VOHS;;Rajiv Gandhi Airport;Хидерабад;Hyderabad;Индия;
;Хейфильдз;Hayfields;Хейфильдз;Hayfields;Папуа - Новая Гвинея;
PAHY;;SPB;;Hydaburg;США;
KHYL;;SPB;;Hollis;США;
ZSLQ;Хуанань;Huangyan;Хуанань;Huangyan;Китай;
KHYR;;Municipal;;Hayward;США;
KHYS;;Municipal;;Hays;США;
EFHV;Хивинкаа;Hyvinkaa;Хивинкаа;Hyvinkaa;Финляндия;04:040°,22:220°,12:120°,30:300°
LFQT;;Merville/Calonne;Хазебрук;Hazebrouck;Франция;04:037°,22:217°,04:037°
ZLHZ;Ханьчжун;Hanzhong;Ханьчжун;Hanzhong;Китай;
ZUNP;;Liping;;Liping City;Китай;
BIHU;Хусавик;Husavik;Хусавик;Husavik;Исландия;02:022°,20:202°
KHZL;;Hazleton;;Hazleton;США;
FAHW;Хезивью;Hazyview;Хезивью;Hazyview;ЮАР;
UOII;Аэропорт Игарка;Igarka Airport;Игарка;Igarka;Россия;12:117°,30:297°
KIAB;;Mcconnell AFB;Вичита;Wichita;США;
KIAD;;Washington Dulles International;;Washington, DC;США;
KIAG;;International;Ниагара Фоллз;Niagara Falls;США;
KIAH;;George Bush Intercontinental;Хьюстон;Houston;США;
DAUZ;;In Amenas;;In Amenas;Алжир;
PAIK;;Bob Barker Memorial;;Kiana;США;
OIBH;Бахреган;Bahregan;Бахреган;Bahregan;Иран;15:147°,33:327°
UUDL;Ярославль/Аэропорт Туношна;Yaroslavl/Tunoshna Airport;Ярославль;Yaroslavl;Россия;05:051°,23:231°
LRIA;Иаси;Iasi;Иаси;Iasi;Румыния;14:144°,32:324°
;;Iaura;;Iaura;Папуа - Новая Гвинея;
DNIB;Ибадан;Ibadan;Ибадан;Ibadan;Нигерия;04:043°,22:223°
SKIB;Ибаги;Ibague;Ибаги;Ibague;Колумбия;14:138°,32:318°
;Ибоки;Iboki;Ибоки;Iboki;Папуа - Новая Гвинея;
;;Indigo Bay Lodge;;Indigo Bay Lodge;Уганда;
;Ибо;Ibo;Ибо;Ibo;Мозамбик;
SPBR;Иберия;Iberia;Иберия;Iberia;Перу;
LEIB;Ибица;Ibiza;Ибица;Ibiza;Испания;06:061°,24:241°
SVIC;Икабару;Icabaru;Икабару;Icabaru;Венесуэла;
NFCI;Кикия;Cicia;Кикия;Cicia;Фиджи;
SMNI;;Nieuw Nickerie;;Nieuw Nickerie;Суринам;
KICL;;Municipal;;Clarinda;США;
RKSI;;Incheon International;Сеул;Seoul;Южная Корея;16:153°,16:153°,15:153°,15:153°
;;Sicogon Island;;Sicogon Island;Филиппины;
